team,date,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,true_shooting_percentage,effective_field_goal_percentage,3_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,useage_percentage,offensive_rating,defensive_rating,season
MEMPHIS GRIZZLIES,2014-11-08,240,29,82,3,14,31,34,15,25,15,9,2,13,18,0.474,0.37200000000000005,0.171,0.415,35.7,61.0,48.2,51.7,10.2,2.9,11.8,100,104.1,105.3,2014-2015
MILWAUKEE BUCKS,2014-11-08,240,40,88,5,18,8,11,16,27,24,7,4,16,24,0.501,0.483,0.205,0.125,39.0,64.3,51.8,60.0,7.9,5.9,14.7,100,105.3,104.1,2014-2015
NEW ORLEANS PELICANS,2014-11-08,240,40,85,8,21,12,14,6,24,22,11,9,11,20,0.5479999999999999,0.518,0.247,0.165,15.8,58.5,38.0,55.0,12.0,14.5,10.8,100,108.7,107.6,2014-2015
SAN ANTONIO SPURS,2014-11-08,240,36,80,5,18,22,29,17,32,15,4,7,18,17,0.534,0.48100000000000004,0.225,0.363,41.5,84.2,62.0,41.7,4.3,10.9,16.3,100,107.6,108.7,2014-2015
ORLANDO MAGIC,2014-11-09,240,39,75,8,15,10,16,5,26,25,7,2,17,24,0.585,0.573,0.2,0.213,13.9,65.0,40.8,64.1,7.6,2.9,17.2,100,104.8,113.6,2014-2015
BROOKLYN NETS,2014-11-09,240,40,83,4,14,20,23,14,31,23,10,5,14,21,0.5579999999999999,0.506,0.16899999999999998,0.27699999999999997,35.0,86.1,59.2,57.5,10.9,8.3,13.1,100,113.6,104.8,2014-2015
MIAMI HEAT,2014-11-09,240,42,76,9,23,12,20,6,32,31,7,3,13,23,0.619,0.612,0.303,0.263,18.8,68.1,48.1,73.8,7.8,5.6,13.3,100,117.1,107.0,2014-2015
DALLAS MAVERICKS,2014-11-09,240,35,83,9,29,17,24,15,26,22,8,7,13,15,0.513,0.47600000000000003,0.349,0.289,31.9,81.3,51.9,62.9,8.9,13.2,12.2,100,107.0,117.1,2014-2015
UTAH JAZZ,2014-11-09,240,33,72,6,15,25,35,9,34,20,7,2,11,18,0.555,0.5,0.20800000000000002,0.486,21.4,65.4,45.7,60.6,7.7,2.9,11.2,100,107.2,106.1,2014-2015
DETROIT PISTONS,2014-11-09,240,36,93,6,23,18,25,18,33,19,6,2,11,22,0.462,0.419,0.247,0.26899999999999996,34.6,78.6,54.3,52.8,6.6,3.5,9.6,100,106.1,107.2,2014-2015
CHARLOTTE HORNETS,2014-11-09,240,35,79,3,14,19,27,12,27,15,5,0,11,18,0.506,0.462,0.177,0.342,28.6,77.1,50.6,42.9,5.6,0.0,10.8,100,102.6,119.3,2014-2015
LOS ANGELES LAKERS,2014-11-09,240,42,82,6,17,17,22,8,30,28,8,2,11,23,0.584,0.5489999999999999,0.207,0.268,22.9,71.4,49.4,66.7,8.9,3.1,10.7,100,119.3,102.6,2014-2015
SACRAMENTO KINGS,2014-11-09,240,36,80,6,24,15,22,9,28,23,11,2,10,24,0.519,0.488,0.3,0.275,23.7,71.8,48.1,63.9,12.4,3.3,10.0,100,104.6,113.6,2014-2015
OKLAHOMA CITY THUNDER,2014-11-09,240,36,78,6,18,23,27,11,29,16,5,6,14,22,0.562,0.5,0.231,0.34600000000000003,28.2,76.3,51.9,44.4,5.6,10.7,13.5,100,113.6,104.6,2014-2015
GOLDEN STATE WARRIORS,2014-11-09,240,33,69,11,24,18,21,3,33,16,9,7,26,26,0.607,0.5579999999999999,0.348,0.304,9.1,78.6,48.0,48.5,8.9,14.3,24.9,100,93.7,105.5,2014-2015
PHOENIX SUNS,2014-11-09,240,34,79,12,30,27,33,9,30,17,9,2,21,19,0.5720000000000001,0.506,0.38,0.418,21.4,90.9,52.0,50.0,8.9,4.4,18.3,100,105.5,93.7,2014-2015
DENVER NUGGETS,2014-11-09,240,36,91,5,13,23,30,18,37,14,5,7,15,22,0.48,0.423,0.14300000000000002,0.33,34.0,69.8,51.9,38.9,5.1,10.1,12.6,100,102.1,118.5,2014-2015
PORTLAND TRAIL BLAZERS,2014-11-09,240,45,100,16,31,10,14,16,35,27,7,11,10,21,0.546,0.53,0.31,0.14,30.2,66.0,48.1,60.0,7.1,14.1,8.6,100,118.5,102.1,2014-2015
PHILADELPHIA 76ERS,2014-11-09,240,33,87,10,34,12,18,11,20,19,11,6,17,23,0.46399999999999997,0.43700000000000006,0.391,0.207,23.9,83.3,44.3,57.6,11.0,10.2,15.2,100,88.2,120.3,2014-2015
TORONTO RAPTORS,2014-11-09,240,43,76,7,17,27,30,4,35,23,12,8,20,17,0.6729999999999999,0.612,0.22399999999999998,0.395,16.7,76.1,55.7,53.5,12.0,15.1,18.3,100,120.3,88.2,2014-2015
DETROIT PISTONS,2014-11-10,240,34,80,7,14,16,25,9,37,19,5,6,15,21,0.5,0.469,0.175,0.313,18.4,80.4,48.4,55.9,5.2,8.8,14.2,100,94.9,106.4,2014-2015
CHICAGO BULLS,2014-11-10,240,39,88,7,20,17,20,9,40,22,6,8,10,19,0.527,0.483,0.22699999999999998,0.22699999999999998,19.6,81.6,51.6,56.4,6.3,12.1,9.4,100,106.4,94.9,2014-2015
NEW ORLEANS PELICANS,2014-11-10,240,41,93,12,27,17,20,14,26,31,8,5,5,20,0.545,0.505,0.29,0.215,29.8,68.4,47.1,75.6,9.0,9.3,4.7,100,125.0,132.9,2014-2015
CLEVELAND CAVALIERS,2014-11-10,240,40,81,13,27,25,30,12,33,26,3,5,9,13,0.626,0.574,0.33299999999999996,0.37,31.6,70.2,52.9,65.0,3.4,7.6,8.7,100,132.9,125.0,2014-2015
UTAH JAZZ,2014-11-10,240,32,74,6,21,16,21,5,32,18,5,6,11,18,0.517,0.473,0.284,0.284,13.9,71.1,45.7,56.3,5.7,8.0,11.7,100,98.6,111.2,2014-2015
INDIANA PACERS,2014-11-10,240,39,90,6,15,13,15,13,31,16,3,3,7,19,0.502,0.467,0.16699999999999998,0.16699999999999998,28.9,86.1,54.3,41.0,3.4,5.7,6.8,100,111.2,98.6,2014-2015
SAN ANTONIO SPURS,2014-11-10,240,33,83,2,19,21,27,10,29,20,11,4,8,17,0.469,0.41,0.22899999999999998,0.325,21.7,78.4,47.0,60.6,12.5,7.7,7.8,100,100.9,96.3,2014-2015
LOS ANGELES CLIPPERS,2014-11-10,240,33,74,5,22,14,17,8,36,26,6,8,15,20,0.522,0.48,0.297,0.23,21.6,78.3,53.0,78.8,6.8,12.5,15.5,100,96.3,100.9,2014-2015
ATLANTA HAWKS,2014-11-10,240,27,71,10,27,27,28,9,29,20,7,3,15,16,0.546,0.451,0.38,0.39399999999999996,23.7,72.5,48.7,74.1,8.0,5.3,15.3,100,104.0,97.1,2014-2015
NEW YORK KNICKS,2014-11-10,240,36,83,6,26,7,12,11,29,23,4,2,15,26,0.48100000000000004,0.47,0.313,0.145,27.5,76.3,51.3,63.9,4.6,4.5,14.5,100,97.1,104.0,2014-2015
SACRAMENTO KINGS,2014-11-11,240,32,72,9,19,25,32,12,31,17,5,1,20,32,0.569,0.507,0.264,0.444,33.3,77.5,56.6,53.1,5.5,1.9,18.9,100,108.3,117.1,2014-2015
DALLAS MAVERICKS,2014-11-11,240,38,80,10,27,20,24,9,24,23,8,8,11,29,0.585,0.5379999999999999,0.33799999999999997,0.3,22.5,66.7,43.4,60.5,8.8,15.1,10.8,100,117.1,108.3,2014-2015
SAN ANTONIO SPURS,2014-11-11,240,46,93,10,25,11,15,8,28,28,9,1,8,19,0.5670000000000001,0.5479999999999999,0.26899999999999996,0.161,17.8,96.6,48.6,60.9,9.3,2.0,7.4,100,116.6,103.2,2014-2015
GOLDEN STATE WARRIORS,2014-11-11,240,38,70,7,20,17,20,1,37,23,5,4,19,16,0.635,0.593,0.28600000000000003,0.28600000000000003,3.4,82.2,51.4,60.5,5.2,5.9,19.4,100,103.2,116.6,2014-2015
LOS ANGELES LAKERS,2014-11-11,240,41,87,7,22,13,17,15,23,22,8,6,13,22,0.54,0.511,0.253,0.195,36.6,65.7,50.0,53.7,9.1,9.0,12.1,100,115.5,121.2,2014-2015
MEMPHIS GRIZZLIES,2014-11-11,240,41,78,4,11,21,26,12,26,21,8,2,13,18,0.598,0.551,0.141,0.33299999999999996,34.3,63.4,50.0,51.2,9.1,3.1,12.7,100,121.2,115.5,2014-2015
OKLAHOMA CITY THUNDER,2014-11-11,240,29,87,6,20,14,19,13,33,15,6,5,15,22,0.409,0.368,0.23,0.218,26.0,70.2,47.4,51.7,6.5,7.6,13.6,100,84.4,92.0,2014-2015
MILWAUKEE BUCKS,2014-11-11,240,33,81,3,15,16,24,14,37,18,5,6,16,22,0.46399999999999997,0.426,0.185,0.29600000000000004,29.8,74.0,52.6,54.5,5.4,9.0,14.9,100,92.0,84.4,2014-2015
CHARLOTTE HORNETS,2014-11-11,240,35,75,7,16,23,27,6,32,16,5,3,13,16,0.5760000000000001,0.513,0.213,0.36,15.4,68.1,44.2,45.7,5.4,4.4,13.0,100,107.8,110.0,2014-2015
PORTLAND TRAIL BLAZERS,2014-11-11,240,40,93,8,25,14,16,15,33,25,6,4,12,21,0.51,0.473,0.26899999999999996,0.172,31.9,84.6,55.8,62.5,6.5,6.8,10.7,100,110.0,107.8,2014-2015
ORLANDO MAGIC,2014-11-11,240,39,81,12,25,10,16,6,33,26,8,5,16,24,0.568,0.556,0.309,0.198,14.6,86.8,49.4,66.7,8.3,8.9,15.4,100,104.2,108.4,2014-2015
TORONTO RAPTORS,2014-11-11,240,35,77,9,21,25,30,5,35,16,9,1,12,17,0.5760000000000001,0.513,0.273,0.39,13.2,85.4,50.6,45.7,9.4,1.8,11.7,100,108.4,104.2,2014-2015
UTAH JAZZ,2014-11-12,240,43,86,5,23,6,12,8,22,28,12,8,11,17,0.531,0.529,0.267,0.14,19.5,62.9,39.5,65.1,13.4,14.3,10.8,100,108.2,111.5,2014-2015
ATLANTA HAWKS,2014-11-12,240,39,76,9,20,13,18,13,33,23,8,4,18,12,0.596,0.5720000000000001,0.263,0.237,37.1,80.5,60.5,59.0,8.9,6.3,17.7,100,111.5,108.2,2014-2015
OKLAHOMA CITY THUNDER,2014-11-12,240,40,82,10,24,19,22,8,33,23,1,3,8,13,0.594,0.5489999999999999,0.293,0.268,22.2,82.5,53.9,57.5,1.1,6.0,8.0,100,123.6,106.6,2014-2015
BOSTON CELTICS,2014-11-12,240,37,83,9,33,11,13,7,28,28,5,3,8,20,0.53,0.5,0.39799999999999996,0.157,17.5,77.8,46.1,75.7,5.7,5.2,8.3,100,106.6,123.6,2014-2015
PORTLAND TRAIL BLAZERS,2014-11-12,240,45,88,16,33,24,29,12,34,30,7,9,14,21,0.645,0.602,0.375,0.33,27.3,69.4,49.5,66.7,7.0,13.4,12.2,100,130.3,113.3,2014-2015
DENVER NUGGETS,2014-11-12,240,39,90,8,23,27,33,15,32,21,10,2,12,24,0.541,0.478,0.256,0.36700000000000005,30.6,72.7,50.5,53.8,10.0,3.6,10.3,100,113.3,130.3,2014-2015
INDIANA PACERS,2014-11-12,240,30,80,8,26,13,15,16,37,13,5,5,15,17,0.46799999999999997,0.425,0.325,0.188,42.1,86.0,65.4,43.3,6.4,10.4,14.8,100,103.3,95.6,2014-2015
MIAMI HEAT,2014-11-12,240,29,68,9,20,8,18,6,22,18,11,5,9,18,0.494,0.493,0.294,0.265,14.0,57.9,34.6,62.1,14.0,9.3,10.6,100,95.6,103.3,2014-2015
HOUSTON ROCKETS,2014-11-12,240,43,89,13,28,14,19,13,27,25,7,7,13,29,0.58,0.556,0.315,0.213,28.9,75.0,49.4,58.1,7.4,10.1,11.8,100,119.4,106.7,2014-2015
MINNESOTA TIMBERWOLVES,2014-11-12,240,36,81,6,12,23,30,9,32,22,6,6,13,17,0.536,0.48100000000000004,0.14800000000000002,0.37,25.0,71.1,50.6,61.1,6.3,9.8,12.1,100,106.7,119.4,2014-2015
LOS ANGELES LAKERS,2014-11-12,240,35,84,7,21,25,32,11,27,15,8,5,9,14,0.52,0.45799999999999996,0.25,0.381,23.4,77.1,46.3,42.9,8.6,7.9,8.4,100,109.3,116.8,2014-2015
NEW ORLEANS PELICANS,2014-11-12,240,45,82,8,19,11,18,8,36,27,3,12,13,24,0.606,0.598,0.23199999999999998,0.22,22.9,76.6,53.7,60.0,3.2,19.0,12.6,100,116.8,109.3,2014-2015
ORLANDO MAGIC,2014-11-12,240,33,70,6,12,25,32,4,33,20,4,1,10,19,0.5770000000000001,0.514,0.171,0.457,12.1,75.0,48.1,60.6,4.6,1.6,10.6,100,111.8,109.5,2014-2015
NEW YORK KNICKS,2014-11-12,240,37,86,8,23,13,14,11,29,17,2,6,7,27,0.515,0.47700000000000004,0.267,0.163,25.0,87.9,51.9,45.9,2.3,10.3,7.1,100,109.5,111.8,2014-2015
BROOKLYN NETS,2014-11-12,240,35,74,9,21,25,32,8,29,17,9,4,19,25,0.59,0.534,0.284,0.43200000000000005,20.0,70.7,45.7,48.6,9.1,7.0,17.7,100,105.6,113.8,2014-2015
PHOENIX SUNS,2014-11-12,240,39,81,8,24,26,29,12,32,20,10,2,20,22,0.597,0.531,0.29600000000000004,0.358,29.3,80.0,54.3,51.3,10.2,3.8,17.6,100,113.8,105.6,2014-2015
DETROIT PISTONS,2014-11-12,240,38,81,9,22,18,22,7,32,19,5,6,13,25,0.568,0.525,0.272,0.272,16.7,74.4,45.9,50.0,5.2,8.3,12.5,100,108.1,112.3,2014-2015
WASHINGTON WIZARDS,2014-11-12,240,40,83,3,11,24,33,11,35,27,10,6,11,22,0.5489999999999999,0.5,0.133,0.39799999999999996,25.6,83.3,54.1,67.5,10.5,10.2,10.1,100,112.3,108.1,2014-2015
PHILADELPHIA 76ERS,2014-11-13,240,23,77,7,27,17,33,18,28,9,7,4,27,24,0.382,0.344,0.35100000000000003,0.429,30.0,75.7,47.4,39.1,7.0,8.3,22.8,100,70.3,123.5,2014-2015
DALLAS MAVERICKS,2014-11-13,240,41,80,11,32,30,36,9,42,33,14,5,15,25,0.642,0.581,0.4,0.45,24.3,70.0,52.6,80.5,14.1,10.0,13.5,100,123.5,70.3,2014-2015
BROOKLYN NETS,2014-11-13,240,39,89,3,16,18,20,7,34,19,5,2,12,22,0.506,0.455,0.18,0.225,18.4,70.8,47.7,48.7,5.2,3.6,10.9,100,103.0,111.3,2014-2015
GOLDEN STATE WARRIORS,2014-11-13,240,41,90,11,34,14,21,14,31,30,7,10,10,16,0.539,0.517,0.37799999999999995,0.233,29.2,81.6,52.3,73.2,7.3,13.7,9.2,100,111.3,103.0,2014-2015
SACRAMENTO KINGS,2014-11-13,240,37,77,7,13,29,34,13,31,12,6,5,14,26,0.598,0.526,0.16899999999999998,0.442,37.1,79.5,59.5,32.4,6.7,7.4,13.2,100,122.2,123.4,2014-2015
MEMPHIS GRIZZLIES,2014-11-13,240,39,77,6,9,27,34,8,22,24,9,4,9,25,0.604,0.545,0.11699999999999999,0.442,20.5,62.9,40.5,61.5,10.0,6.3,8.9,100,123.4,122.2,2014-2015
CHICAGO BULLS,2014-11-13,240,37,77,4,15,22,32,13,35,26,7,7,19,18,0.5489999999999999,0.506,0.195,0.41600000000000004,34.2,72.9,55.8,70.3,7.4,10.9,17.3,100,105.3,97.9,2014-2015
TORONTO RAPTORS,2014-11-13,240,35,89,8,25,15,21,13,25,17,11,7,14,28,0.473,0.43799999999999994,0.281,0.23600000000000002,27.1,65.8,44.2,48.6,11.6,11.3,12.5,100,97.9,105.3,2014-2015
MIAMI HEAT,2014-11-14,240,35,74,10,21,23,25,5,27,27,10,3,14,20,0.606,0.541,0.284,0.33799999999999997,13.2,90.0,47.1,77.1,10.7,6.4,14.1,100,110.6,122.5,2014-2015
ATLANTA HAWKS,2014-11-14,240,42,75,11,28,19,23,3,33,33,10,5,13,20,0.67,0.633,0.373,0.307,10.0,86.8,52.9,78.6,10.7,9.4,13.2,100,122.5,110.6,2014-2015
CLEVELAND CAVALIERS,2014-11-14,240,43,85,8,23,28,37,8,32,22,5,5,11,21,0.602,0.5529999999999999,0.271,0.435,20.5,80.0,50.6,51.2,4.9,7.4,9.8,100,119.5,118.5,2014-2015
BOSTON CELTICS,2014-11-14,240,48,88,6,20,19,23,8,31,32,7,1,14,26,0.617,0.58,0.22699999999999998,0.261,20.0,79.5,49.4,66.7,6.9,1.6,12.5,100,118.5,119.5,2014-2015
PHILADELPHIA 76ERS,2014-11-14,240,34,80,7,21,12,18,14,32,19,10,5,23,28,0.495,0.469,0.263,0.225,29.2,71.1,49.5,55.9,10.3,11.4,20.7,100,89.5,90.5,2014-2015
HOUSTON ROCKETS,2014-11-14,240,29,78,7,34,23,37,13,34,16,17,11,21,25,0.467,0.41700000000000004,0.436,0.474,28.9,70.8,50.5,55.2,17.5,18.6,18.2,100,90.5,89.5,2014-2015
DENVER NUGGETS,2014-11-14,240,43,87,8,23,14,25,13,33,20,8,5,8,25,0.551,0.54,0.264,0.287,29.5,75.0,52.3,46.5,8.7,8.1,7.5,100,117.7,94.8,2014-2015
INDIANA PACERS,2014-11-14,240,34,84,8,22,11,22,11,31,17,2,7,13,19,0.46399999999999997,0.452,0.262,0.262,25.0,70.5,47.7,50.0,2.2,10.9,12.2,100,94.8,117.7,2014-2015
SAN ANTONIO SPURS,2014-11-14,240,33,80,10,23,17,20,7,37,28,9,2,10,23,0.524,0.475,0.28800000000000003,0.25,16.7,77.1,48.9,84.8,10.1,3.2,10.1,100,104.2,89.6,2014-2015
LOS ANGELES LAKERS,2014-11-14,240,28,75,2,12,22,31,11,35,17,6,5,13,13,0.451,0.387,0.16,0.413,22.9,83.3,51.1,60.7,6.7,8.8,12.8,100,89.6,104.2,2014-2015
MINNESOTA TIMBERWOLVES,2014-11-14,240,29,72,3,14,30,41,11,26,13,5,3,22,17,0.505,0.424,0.19399999999999998,0.569,26.2,89.7,52.1,44.8,5.0,4.7,19.6,100,91.6,139.9,2014-2015
NEW ORLEANS PELICANS,2014-11-14,240,56,84,15,20,12,16,3,31,31,13,3,13,30,0.763,0.7559999999999999,0.23800000000000002,0.19,10.3,73.8,47.9,55.4,13.1,5.2,12.5,100,139.9,91.6,2014-2015
UTAH JAZZ,2014-11-14,240,36,70,10,22,20,25,11,28,25,6,8,18,20,0.63,0.586,0.314,0.35700000000000004,31.4,80.0,55.7,69.4,6.8,10.8,18.2,100,116.3,114.0,2014-2015
NEW YORK KNICKS,2014-11-14,240,39,82,5,8,17,20,7,24,15,12,1,8,26,0.551,0.506,0.098,0.244,20.0,68.6,44.3,38.5,13.7,2.1,8.1,100,114.0,116.3,2014-2015
DETROIT PISTONS,2014-11-14,265,38,89,11,31,9,15,14,41,18,8,5,16,17,0.502,0.489,0.348,0.16899999999999998,30.4,80.4,56.7,47.4,8.2,8.3,14.3,100,98.7,91.5,2014-2015
OKLAHOMA CITY THUNDER,2014-11-14,265,38,96,12,36,1,6,10,32,23,9,7,14,23,0.451,0.45799999999999996,0.375,0.063,19.6,69.6,43.3,60.5,9.2,12.1,12.4,100,91.5,98.7,2014-2015
MILWAUKEE BUCKS,2014-11-14,240,36,80,2,19,11,14,5,33,19,8,4,16,25,0.493,0.46299999999999997,0.23800000000000002,0.175,12.5,76.7,45.8,52.8,8.4,7.1,15.7,100,89.3,106.1,2014-2015
ORLANDO MAGIC,2014-11-14,240,35,80,10,24,21,27,10,35,22,7,3,15,15,0.55,0.5,0.3,0.33799999999999997,23.3,87.5,54.2,62.9,7.4,4.9,14.0,100,106.1,89.3,2014-2015
CHARLOTTE HORNETS,2014-11-14,240,39,91,7,16,18,19,14,32,21,5,3,7,15,0.518,0.467,0.17600000000000002,0.209,29.2,74.4,50.5,53.8,5.6,5.3,6.6,100,115.4,106.4,2014-2015
PHOENIX SUNS,2014-11-14,240,37,86,8,29,13,14,11,34,16,3,6,11,23,0.515,0.47700000000000004,0.337,0.163,25.6,70.8,49.5,43.2,3.4,8.0,10.7,100,106.4,115.4,2014-2015
INDIANA PACERS,2014-11-15,240,37,77,7,18,18,25,10,36,18,5,6,14,22,0.563,0.526,0.23399999999999999,0.325,29.4,78.3,57.5,48.6,5.5,9.1,13.7,100,108.5,98.7,2014-2015
CHICAGO BULLS,2014-11-15,240,35,83,4,17,16,23,10,24,18,6,7,13,19,0.483,0.446,0.205,0.27699999999999997,21.7,70.6,42.5,51.4,6.6,11.9,12.3,100,98.7,108.5,2014-2015
ATLANTA HAWKS,2014-11-15,240,40,90,3,22,11,13,11,26,26,6,8,18,12,0.491,0.461,0.244,0.14400000000000002,23.9,68.4,44.0,65.0,6.2,13.6,15.8,100,96.5,130.4,2014-2015
CLEVELAND CAVALIERS,2014-11-15,240,49,90,19,31,10,13,12,35,39,12,2,13,14,0.6629999999999999,0.65,0.344,0.14400000000000002,31.6,76.1,56.0,79.6,12.3,2.9,12.0,100,130.4,96.5,2014-2015
MINNESOTA TIMBERWOLVES,2014-11-15,240,43,86,7,17,24,29,12,29,24,2,2,17,30,0.5920000000000001,0.541,0.198,0.337,30.0,70.7,50.6,55.8,2.0,2.9,14.7,100,118.3,132.4,2014-2015
DALLAS MAVERICKS,2014-11-15,240,52,94,8,26,19,23,12,28,31,5,10,7,24,0.629,0.596,0.27699999999999997,0.245,29.3,70.0,49.4,59.6,5.1,14.5,6.3,100,132.4,118.3,2014-2015
CHARLOTTE HORNETS,2014-11-15,240,32,84,7,17,16,28,10,31,14,5,2,12,13,0.452,0.423,0.20199999999999999,0.33299999999999996,20.0,73.8,44.6,43.8,5.2,3.3,11.1,100,91.1,117.3,2014-2015
GOLDEN STATE WARRIORS,2014-11-15,240,45,87,11,26,11,14,11,40,30,7,3,14,25,0.601,0.58,0.299,0.161,26.2,80.0,55.4,66.7,7.3,4.5,13.1,100,117.3,91.1,2014-2015
PHOENIX SUNS,2014-11-15,240,38,99,11,30,20,23,16,27,26,9,3,10,30,0.49,0.439,0.303,0.23199999999999998,27.1,87.1,47.8,68.4,8.9,7.7,8.4,100,106.3,119.2,2014-2015
LOS ANGELES CLIPPERS,2014-11-15,240,36,68,14,29,34,43,4,43,24,5,12,20,26,0.69,0.632,0.426,0.632,12.9,72.9,52.2,66.7,5.0,17.4,18.7,100,119.2,106.3,2014-2015
DETROIT PISTONS,2014-11-15,240,34,82,10,26,10,17,9,34,15,4,6,9,22,0.49200000000000005,0.47600000000000003,0.317,0.207,20.5,65.4,44.8,44.1,4.6,8.5,9.1,100,100.9,108.9,2014-2015
MEMPHIS GRIZZLIES,2014-11-15,240,32,86,4,15,27,33,18,35,18,5,4,8,18,0.473,0.395,0.174,0.384,34.6,79.5,55.2,56.3,5.7,7.1,7.4,100,108.9,100.9,2014-2015
BROOKLYN NETS,2014-11-15,240,35,89,1,19,16,17,12,31,15,7,2,9,24,0.451,0.39899999999999997,0.213,0.191,26.1,70.5,47.8,42.9,7.9,3.8,8.5,100,97.6,108.8,2014-2015
PORTLAND TRAIL BLAZERS,2014-11-15,240,33,78,11,26,20,27,13,34,26,6,3,14,16,0.54,0.494,0.33299999999999996,0.34600000000000003,29.5,73.9,52.2,78.8,6.7,4.3,13.5,100,108.8,97.6,2014-2015
SAN ANTONIO SPURS,2014-11-15,240,34,80,7,24,16,18,7,31,24,6,8,14,25,0.518,0.469,0.3,0.225,17.1,79.5,47.5,70.6,6.4,10.8,13.7,100,97.5,100.7,2014-2015
SACRAMENTO KINGS,2014-11-15,240,37,86,0,12,20,24,8,34,19,5,6,9,18,0.48700000000000004,0.43,0.14,0.27899999999999997,20.5,82.9,52.5,51.4,5.4,10.7,8.5,100,100.7,97.5,2014-2015
UTAH JAZZ,2014-11-15,240,33,75,5,16,22,30,10,28,22,5,3,11,21,0.527,0.473,0.213,0.4,25.6,68.3,47.5,66.7,5.8,4.8,11.1,100,107.0,127.8,2014-2015
TORONTO RAPTORS,2014-11-15,240,43,84,8,21,17,23,13,29,15,6,5,8,19,0.59,0.56,0.25,0.27399999999999997,31.7,74.4,52.5,34.9,6.9,8.5,7.8,100,127.8,107.0,2014-2015
ORLANDO MAGIC,2014-11-15,240,37,78,7,17,12,18,9,31,14,5,2,15,21,0.541,0.519,0.218,0.231,22.5,77.5,50.0,37.8,5.5,2.7,14.9,100,102.4,107.9,2014-2015
WASHINGTON WIZARDS,2014-11-15,240,42,84,3,10,11,16,9,31,31,5,8,11,16,0.5379999999999999,0.518,0.11900000000000001,0.19,22.5,77.5,50.0,73.8,5.5,13.1,10.8,100,107.9,102.4,2014-2015
GOLDEN STATE WARRIORS,2014-11-16,240,46,86,14,28,30,34,11,40,32,4,5,16,26,0.674,0.616,0.326,0.395,28.2,66.7,51.5,69.6,3.9,6.0,13.7,100,132.5,112.0,2014-2015
LOS ANGELES LAKERS,2014-11-16,240,39,99,3,16,34,43,20,28,17,9,4,7,27,0.488,0.409,0.162,0.434,33.3,71.8,48.5,43.6,8.8,6.9,5.6,100,112.0,132.5,2014-2015
MILWAUKEE BUCKS,2014-11-16,240,35,74,5,18,16,26,5,35,16,11,1,16,24,0.5329999999999999,0.507,0.243,0.35100000000000003,12.8,85.4,50.0,45.7,11.8,2.1,15.8,100,97.3,89.8,2014-2015
MIAMI HEAT,2014-11-16,240,30,73,11,25,13,22,6,34,19,10,6,17,20,0.508,0.486,0.342,0.301,14.6,87.2,50.0,63.3,10.7,10.7,17.1,100,89.8,97.3,2014-2015
DENVER NUGGETS,2014-11-16,240,32,82,13,34,16,26,10,29,20,9,0,17,21,0.498,0.47,0.415,0.317,22.2,78.4,47.6,62.5,9.4,0.0,15.4,100,97.3,114.0,2014-2015
NEW YORK KNICKS,2014-11-16,240,41,76,6,14,21,27,8,35,16,9,3,15,22,0.62,0.579,0.184,0.355,21.6,77.8,52.4,39.0,9.4,6.3,14.6,100,114.0,97.3,2014-2015
HOUSTON ROCKETS,2014-11-16,240,23,80,7,35,16,30,22,32,11,5,6,14,23,0.37,0.331,0.43799999999999994,0.375,39.3,74.4,54.5,47.8,6.1,12.2,13.1,100,84.6,79.7,2014-2015
OKLAHOMA CITY THUNDER,2014-11-16,240,20,68,3,19,22,28,11,34,14,6,15,15,30,0.405,0.316,0.27899999999999997,0.41200000000000003,25.6,60.7,45.5,70.0,7.4,33.3,15.7,100,79.7,84.6,2014-2015
PHOENIX SUNS,2014-11-17,240,48,93,9,21,13,16,8,32,30,11,2,18,23,0.59,0.565,0.226,0.172,19.5,74.4,47.6,62.5,10.3,2.6,15.2,100,110.3,106.6,2014-2015
BOSTON CELTICS,2014-11-17,240,45,87,4,10,20,31,11,33,28,10,4,18,19,0.5660000000000001,0.54,0.115,0.35600000000000004,25.6,80.5,52.4,62.2,9.3,5.6,15.2,100,106.6,110.3,2014-2015
MIAMI HEAT,2014-11-17,240,31,72,9,27,24,27,10,31,19,6,2,14,24,0.5660000000000001,0.493,0.375,0.375,29.4,73.8,53.9,61.3,7.3,4.3,14.3,100,115.3,100.7,2014-2015
BROOKLYN NETS,2014-11-17,240,29,70,9,23,16,26,11,24,18,10,5,12,19,0.51,0.479,0.32899999999999996,0.371,26.2,70.6,46.1,62.1,12.1,11.1,12.8,100,100.7,115.3,2014-2015
DALLAS MAVERICKS,2014-11-17,240,43,84,10,28,11,16,10,40,32,7,4,7,18,0.588,0.5710000000000001,0.33299999999999996,0.19,26.3,85.1,58.8,74.4,8.0,6.9,7.1,100,122.7,91.7,2014-2015
CHARLOTTE HORNETS,2014-11-17,240,32,80,10,22,6,13,7,28,22,1,3,11,17,0.467,0.46299999999999997,0.275,0.163,14.9,73.7,41.2,68.8,1.1,5.4,11.4,100,91.7,122.7,2014-2015
