team,date,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,true_shooting_percentage,effective_field_goal_percentage,3_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,useage_percentage,offensive_rating,defensive_rating
DALLAS MAVERICKS,2015-02-05,240,41,96,12,34,7,10,8,40,25,9,7,9,19,0.503,0.49,0.354,0.104,16,85.1,49.5,61,9.2,12.1,8.2,100,102.8,79.4
SACRAMENTO KINGS,2015-02-05,240,29,79,3,21,17,22,7,42,13,5,8,17,18,0.44,0.386,0.266,0.278,14.9,84,50.5,44.8,5.1,12.9,16.1,100,79.4,102.8
GOLDEN STATE WARRIORS,2015-02-06,240,47,103,12,33,10,15,19,32,31,7,7,14,24,0.529,0.515,0.32,0.146,35.8,88.9,57.3,66,6.9,14,11.3,100,115,123
ATLANTA HAWKS,2015-02-06,240,38,77,15,27,33,37,4,34,28,13,4,13,19,0.665,0.591,0.351,0.481,11.1,64.2,42.7,73.7,12.9,5.7,12.2,100,123,115
PHILADELPHIA 76ERS,2015-02-06,240,35,79,11,25,15,31,11,33,22,6,3,17,19,0.518,0.513,0.316,0.392,20.8,75,45.4,62.9,6.2,5.1,15.5,100,100,111.4
BOSTON CELTICS,2015-02-06,240,39,86,10,27,19,25,11,42,27,8,4,10,24,0.552,0.512,0.314,0.291,25,79.2,54.6,69.2,8.3,7.4,9.3,100,111.4,100
NEW YORK KNICKS,2015-02-06,240,34,89,6,24,14,17,13,27,23,8,3,5,22,0.456,0.416,0.27,0.191,26,73,46,67.6,9.3,4.8,4.9,100,102.6,107.2
BROOKLYN NETS,2015-02-06,240,37,74,3,11,15,22,10,37,23,1,10,14,19,0.55,0.52,0.149,0.297,27,74,54,62.2,1.2,15.4,14.3,100,107.2,102.6
DENVER NUGGETS,2015-02-06,240,33,85,5,22,17,22,11,32,22,7,5,13,24,0.465,0.418,0.259,0.259,21.6,74.4,45.7,66.7,7.3,8.6,12.1,100,92.2,102.7
DETROIT PISTONS,2015-02-06,240,37,82,4,24,20,26,11,40,23,4,4,16,16,0.524,0.476,0.293,0.317,25.6,78.4,54.3,62.2,4.2,6.3,14.6,100,102.7,92.2
MILWAUKEE BUCKS,2015-02-06,240,48,95,4,17,11,15,11,30,29,10,3,13,23,0.546,0.526,0.179,0.158,25.6,75,49.4,60.4,10,6.1,11.3,100,111,117
HOUSTON ROCKETS,2015-02-06,240,41,81,15,32,20,29,10,32,32,11,5,17,17,0.624,0.599,0.395,0.358,25,74.4,50.6,78,11,6.4,15.3,100,117,111
CLEVELAND CAVALIERS,2015-02-06,240,40,89,11,35,8,12,15,28,18,6,3,15,20,0.525,0.511,0.393,0.135,31.9,75.7,51.2,45,6.7,5.2,13.7,100,110.9,115.4
INDIANA PACERS,2015-02-06,240,37,79,8,21,21,26,9,32,26,9,2,8,14,0.569,0.519,0.266,0.329,24.3,68.1,48.8,70.3,10.1,3.7,8.1,100,115.4,110.9
MEMPHIS GRIZZLIES,2015-02-06,240,36,69,2,12,15,20,2,28,19,11,5,18,19,0.572,0.536,0.174,0.29,6.1,70,41.1,52.8,12.1,7.8,18.8,100,97.9,99
MINNESOTA TIMBERWOLVES,2015-02-06,240,35,81,5,17,15,17,12,31,17,8,1,16,21,0.509,0.463,0.21,0.21,30,93.9,58.9,48.6,8.8,1.8,15.3,100,99,97.9
NEW ORLEANS PELICANS,2015-02-06,240,40,83,11,20,25,30,11,35,26,5,5,17,22,0.603,0.548,0.241,0.361,26.8,77.8,53.5,65,5,7.7,15,100,115.3,112.3
OKLAHOMA CITY THUNDER,2015-02-06,240,40,89,8,24,25,28,10,30,19,11,8,13,23,0.558,0.494,0.27,0.315,22.2,73.2,46.5,47.5,10.9,12.7,11.4,100,112.3,115.3
LOS ANGELES LAKERS,2015-02-06,265,39,97,11,26,8,13,15,28,27,12,8,14,13,0.472,0.459,0.268,0.134,28.3,73.7,47.3,69.2,12.4,11.8,12,100,100,106.2
ORLANDO MAGIC,2015-02-06,265,43,83,5,15,12,14,10,38,26,9,6,18,13,0.578,0.548,0.181,0.169,26.3,71.7,52.7,60.5,9.3,8.5,16.8,100,106.2,100
UTAH JAZZ,2015-02-06,240,37,80,7,20,12,18,6,37,23,8,4,14,16,0.529,0.506,0.25,0.225,15,78.7,49.4,62.2,8.7,7,13.7,100,100.9,108.4
PHOENIX SUNS,2015-02-06,240,38,84,14,27,10,14,10,34,20,10,5,11,16,0.555,0.536,0.321,0.167,21.3,85,50.6,52.6,10.8,8.3,10.9,100,108.4,100.9
MIAMI HEAT,2015-02-06,240,36,80,5,16,8,9,10,27,23,7,3,16,10,0.506,0.481,0.2,0.113,25.6,65.9,46.3,63.9,8,5.6,16,100,97.5,112.4
SAN ANTONIO SPURS,2015-02-06,240,40,83,11,29,7,9,14,29,31,12,4,16,18,0.563,0.548,0.349,0.108,34.1,74.4,53.8,77.5,13.8,6.3,15.5,100,112.4,97.5
LOS ANGELES CLIPPERS,2015-02-06,240,38,78,6,23,25,31,7,23,21,8,4,8,21,0.584,0.526,0.295,0.397,17.9,69.7,41.7,55.3,8.9,8.9,8,100,118.8,136.5
TORONTO RAPTORS,2015-02-06,240,40,75,13,30,30,37,10,32,25,7,1,11,19,0.674,0.62,0.4,0.493,30.3,82.1,58.3,62.5,7.8,1.8,10.8,100,136.5,118.8
PORTLAND TRAIL BLAZERS,2015-02-07,265,37,89,10,32,17,24,17,41,24,11,4,22,21,0.507,0.472,0.36,0.27,32.7,67.2,51.3,64.9,10.6,5.8,18.1,100,97.6,107.2
DALLAS MAVERICKS,2015-02-07,265,43,105,14,36,11,16,20,35,21,11,7,15,20,0.495,0.476,0.343,0.152,32.8,67.3,48.7,48.8,10.6,12.3,11.8,100,107.2,97.6
BOSTON CELTICS,2015-02-07,240,36,86,7,29,14,20,11,33,20,7,1,11,19,0.491,0.459,0.337,0.233,24.4,84.6,52.4,55.6,7.8,1.8,10.4,100,103.2,106.5
MILWAUKEE BUCKS,2015-02-07,240,37,75,8,20,14,19,6,34,21,6,6,12,20,0.576,0.547,0.267,0.253,15.4,75.6,47.6,56.8,6.7,10.5,12.6,100,106.5,103.2
CHICAGO BULLS,2015-02-07,240,43,84,10,22,11,13,8,37,18,6,4,11,7,0.596,0.571,0.262,0.155,23.5,75.5,54.2,41.9,6.8,5.8,10.9,100,121.9,82
NEW ORLEANS PELICANS,2015-02-07,240,32,86,4,17,4,7,12,26,16,8,6,11,13,0.404,0.395,0.198,0.081,24.5,76.5,45.8,50,9.1,9.7,11,100,82,121.9
GOLDEN STATE WARRIORS,2015-02-07,240,37,81,12,25,20,24,12,36,21,8,5,14,19,0.579,0.531,0.309,0.296,29.3,70.6,52.2,56.8,8.8,7.2,13.3,100,117,101.5
NEW YORK KNICKS,2015-02-07,240,35,87,8,18,14,17,15,29,23,7,1,13,20,0.487,0.448,0.207,0.195,29.4,70.7,47.8,65.7,7.7,1.8,12.1,100,101.5,117
CHARLOTTE HORNETS,2015-02-07,240,29,84,6,23,17,20,5,38,24,9,5,12,20,0.436,0.381,0.274,0.238,10.6,88.4,47.8,82.8,9.3,9.8,11.5,100,83.9,92.2
PHILADELPHIA 76ERS,2015-02-07,240,29,74,9,23,22,30,5,42,19,6,5,15,22,0.51,0.453,0.311,0.405,11.6,89.4,52.2,65.5,6.2,8.2,14.7,100,92.2,83.9
SACRAMENTO KINGS,2015-02-07,240,32,82,3,13,23,33,14,26,15,3,5,12,19,0.466,0.409,0.159,0.402,32.6,65,48.2,46.9,3.4,7.5,11.1,100,102.6,116.3
UTAH JAZZ,2015-02-07,240,43,86,5,19,11,17,14,29,21,6,6,9,28,0.546,0.529,0.221,0.198,35,67.4,51.8,48.8,6.8,8.7,8.8,100,116.3,102.6
BROOKLYN NETS,2015-02-07,240,26,77,4,18,21,31,13,25,17,8,4,15,20,0.425,0.364,0.234,0.403,27.1,61,42.7,65.4,8.8,6,14.2,100,84.7,125.4
WASHINGTON WIZARDS,2015-02-07,240,44,87,9,20,17,23,16,35,31,9,3,14,24,0.587,0.557,0.23,0.264,39,72.9,57.3,70.5,9.9,5.1,12.6,100,125.4,84.7
INDIANA PACERS,2015-02-08,240,37,84,7,19,22,25,8,32,19,4,2,12,25,0.542,0.482,0.226,0.298,20.5,88.9,53.3,51.4,4.2,3.2,11.2,100,109,107.9
CHARLOTTE HORNETS,2015-02-08,240,36,77,8,14,22,28,4,31,24,5,4,10,23,0.571,0.519,0.182,0.364,11.1,79.5,46.7,66.7,5.3,6.2,10.1,100,107.9,109
LOS ANGELES LAKERS,2015-02-08,240,41,100,7,23,16,19,19,27,22,11,5,7,18,0.484,0.445,0.23,0.19,32.2,81.8,50,53.7,11.5,10.2,6.1,100,109.9,125.6
CLEVELAND CAVALIERS,2015-02-08,240,45,82,18,33,12,20,6,40,31,6,7,14,15,0.661,0.659,0.402,0.244,18.2,67.8,50,68.9,6.3,9.1,13.4,100,125.6,109.9
MINNESOTA TIMBERWOLVES,2015-02-08,240,39,76,5,12,29,34,9,31,26,6,1,15,20,0.616,0.546,0.158,0.447,28.1,72.1,53.3,66.7,6.5,2.1,14.2,100,121.9,109.9
DETROIT PISTONS,2015-02-08,240,37,79,10,31,17,22,12,23,18,8,4,15,25,0.569,0.532,0.392,0.278,27.9,71.9,46.7,48.6,8.7,6.3,14.5,100,109.9,121.9
PORTLAND TRAIL BLAZERS,2015-02-08,240,40,76,9,29,20,23,4,35,20,8,5,11,19,0.633,0.586,0.382,0.303,13.8,70,49.4,50,8.8,10.6,11.3,100,120.4,108.2
HOUSTON ROCKETS,2015-02-08,240,31,82,13,35,23,34,15,25,24,7,1,11,24,0.505,0.457,0.427,0.415,30,86.2,50.6,77.4,7.7,2.1,10.2,100,108.2,120.4
ATLANTA HAWKS,2015-02-08,240,33,80,12,30,10,11,3,34,17,6,5,14,16,0.519,0.488,0.375,0.138,7.3,66.7,40.2,51.5,6.4,6.3,14.2,100,94.5,101
MEMPHIS GRIZZLIES,2015-02-08,240,36,92,3,13,19,21,17,38,18,8,4,11,12,0.464,0.408,0.141,0.228,33.3,92.7,59.8,50,8.6,8,9.8,100,101,94.5
LOS ANGELES CLIPPERS,2015-02-08,240,42,90,12,32,12,17,8,21,28,9,2,13,26,0.554,0.533,0.356,0.189,17.4,56.8,34.9,66.7,9.2,2.9,11.8,100,110.4,133.9
OKLAHOMA CITY THUNDER,2015-02-08,240,46,88,8,20,31,38,16,38,26,8,6,11,21,0.625,0.568,0.227,0.432,43.2,82.6,65.1,56.5,8.2,10.3,9.5,100,133.9,110.4
CHICAGO BULLS,2015-02-08,240,37,77,8,22,16,18,7,28,27,11,1,15,11,0.577,0.532,0.286,0.234,17.9,68.3,43.8,73,12.2,1.7,15,100,108.4,107.3
ORLANDO MAGIC,2015-02-08,240,39,83,9,25,10,13,13,32,21,9,4,16,21,0.547,0.524,0.301,0.157,31.7,82.1,56.3,53.8,10,7.3,15.3,100,107.3,108.4
PHOENIX SUNS,2015-02-08,240,33,91,5,28,12,17,11,32,17,9,4,10,25,0.421,0.39,0.308,0.187,22,88.9,50,51.5,9.6,6.3,9.2,100,88.5,90.6
SACRAMENTO KINGS,2015-02-08,240,34,75,4,12,13,21,4,39,20,1,5,15,17,0.505,0.48,0.16,0.28,11.1,78,50,58.8,1.1,7.9,15.1,100,90.6,88.5
SAN ANTONIO SPURS,2015-02-08,240,31,93,7,28,13,16,20,32,23,10,6,14,18,0.41,0.371,0.301,0.172,32.3,84.2,52,74.2,11,9.8,12.3,100,89.9,95.3
TORONTO RAPTORS,2015-02-08,240,32,74,4,13,19,24,6,42,18,11,7,14,15,0.514,0.459,0.176,0.324,15.8,67.7,48,56.3,12.1,10.8,14.2,100,95.3,89.9
LOS ANGELES CLIPPERS,2015-02-09,240,41,92,9,27,24,29,17,36,21,8,3,6,25,0.549,0.495,0.293,0.315,34,72,53,51.2,8.8,6.4,5.4,100,126.6,107.9
DALLAS MAVERICKS,2015-02-09,240,33,81,10,34,22,30,14,33,19,2,3,12,26,0.52,0.469,0.42,0.37,28,66,47,57.6,2.2,4.6,11.3,100,107.9,126.6
OKLAHOMA CITY THUNDER,2015-02-09,240,43,80,12,24,26,35,9,31,24,4,5,12,23,0.65,0.613,0.3,0.438,25.7,72.1,51.3,55.8,4.2,8.5,11.2,100,129.9,119.4
DENVER NUGGETS,2015-02-09,240,42,87,9,28,21,29,12,26,20,7,4,10,25,0.571,0.534,0.322,0.333,27.9,74.3,48.7,47.6,7.3,7.1,9.1,100,119.4,129.9
SAN ANTONIO SPURS,2015-02-09,240,37,89,6,25,15,17,8,34,18,8,7,7,13,0.492,0.449,0.281,0.191,17,75.6,45.7,48.6,8.7,10.4,6.8,100,102.7,100.6
INDIANA PACERS,2015-02-09,240,36,88,8,21,13,13,11,39,24,4,6,12,15,0.496,0.455,0.239,0.148,24.4,83,54.3,66.7,4.3,9.4,11.4,100,100.6,102.7
NEW YORK KNICKS,2015-02-09,240,36,84,7,20,16,19,11,24,22,8,8,13,22,0.514,0.47,0.238,0.226,28.2,77.4,50,61.1,9,15.4,12.3,100,106.4,122.1
MIAMI HEAT,2015-02-09,240,36,74,12,22,25,29,7,28,28,9,5,12,19,0.628,0.568,0.297,0.392,22.6,71.8,50,77.8,10.1,7.8,12.2,100,122.1,106.4
BROOKLYN NETS,2015-02-09,240,38,76,9,25,12,19,8,30,25,3,8,15,17,0.575,0.559,0.329,0.25,21.1,68.2,46.3,65.8,3.3,11.3,15.1,100,107.6,114.2
MILWAUKEE BUCKS,2015-02-09,240,37,89,7,18,22,25,14,30,25,14,4,9,14,0.515,0.455,0.202,0.281,31.8,78.9,53.7,67.6,15.5,7.8,8.3,100,114.2,107.6
ATLANTA HAWKS,2015-02-09,240,44,86,10,21,19,20,10,26,26,14,6,10,21,0.617,0.57,0.244,0.233,27,53.1,41.9,59.1,15.2,7.8,9.5,100,127.1,114.1
MINNESOTA TIMBERWOLVES,2015-02-09,240,42,93,5,16,16,22,23,27,24,6,8,16,19,0.511,0.478,0.172,0.237,46.9,73,58.1,57.1,6.5,12.3,13.5,100,114.1,127.1
UTAH JAZZ,2015-02-09,240,39,93,9,21,13,19,21,26,23,11,9,10,17,0.493,0.468,0.226,0.204,45.7,63.4,54,59,13.1,15.8,9,100,118.9,114.1
NEW ORLEANS PELICANS,2015-02-09,240,33,79,13,22,17,20,15,25,20,5,17,15,19,0.547,0.5,0.278,0.253,36.6,54.3,46,60.6,5.9,23.6,14.6,100,114.1,118.9
GOLDEN STATE WARRIORS,2015-02-09,240,34,85,7,29,14,19,6,34,26,15,5,14,14,0.477,0.441,0.341,0.224,12.5,77.3,43.5,76.5,15,9.1,13,100,88.9,83.9
PHILADELPHIA 76ERS,2015-02-09,240,33,79,7,24,11,14,10,42,21,9,4,27,19,0.493,0.462,0.304,0.177,22.7,87.5,56.5,63.6,9,7.1,24.1,100,83.9,88.9
ORLANDO MAGIC,2015-02-09,240,33,83,4,22,10,15,8,25,18,13,6,11,24,0.446,0.422,0.265,0.181,16.7,65.8,38.4,54.5,14.2,11.5,10.9,100,87.5,105
WASHINGTON WIZARDS,2015-02-09,240,33,77,7,25,23,27,13,40,25,7,3,20,14,0.54,0.474,0.325,0.351,34.2,83.3,61.6,75.8,7.7,4.9,18.4,100,105,87.5
SACRAMENTO KINGS,2015-02-10,240,35,75,2,12,14,27,13,32,23,3,3,13,15,0.495,0.48,0.16,0.36,31.7,86.5,57.7,65.7,3.5,5,13,100,99.6,120.4
CHICAGO BULLS,2015-02-10,240,42,80,7,20,13,15,5,28,26,8,3,7,21,0.6,0.569,0.25,0.188,13.5,68.3,42.3,61.9,9.3,4.8,7.5,100,120.4,99.6
DETROIT PISTONS,2015-02-10,240,37,83,5,19,27,30,10,38,21,8,5,8,18,0.551,0.476,0.229,0.361,26.3,79.2,55.8,56.8,9.1,8.8,7.7,100,120.4,88.6
CHARLOTTE HORNETS,2015-02-10,240,29,81,9,24,11,14,10,28,21,1,9,11,21,0.447,0.414,0.296,0.173,20.8,73.7,44.2,72.4,1.1,14.1,11.2,100,88.6,120.4
DENVER NUGGETS,2015-02-10,240,43,79,4,16,16,23,4,31,25,9,8,7,22,0.595,0.57,0.203,0.291,12.1,68.9,44.9,58.1,10,11.9,7.3,100,117.5,106.5
LOS ANGELES LAKERS,2015-02-10,240,37,85,6,18,16,27,14,29,23,3,2,10,24,0.495,0.471,0.212,0.318,31.1,87.9,55.1,62.2,3.3,3.2,9.4,100,106.5,117.5
BROOKLYN NETS,2015-02-10,240,35,81,3,12,13,17,14,32,14,7,5,20,24,0.486,0.451,0.148,0.21,29.8,72.7,50.5,40,7.6,8.1,18.4,100,94,103.8
MEMPHIS GRIZZLIES,2015-02-10,240,36,81,6,19,17,25,12,33,24,14,9,12,19,0.516,0.481,0.235,0.309,27.3,70.2,49.5,66.7,15.3,13,11.5,100,103.8,94
HOUSTON ROCKETS,2015-02-10,240,48,95,15,37,16,23,15,32,28,9,3,13,24,0.604,0.584,0.389,0.242,36.6,71.1,54.7,58.3,9.1,4.9,11,100,128.6,119.4
PHOENIX SUNS,2015-02-10,240,41,87,12,26,24,30,13,26,18,9,5,14,18,0.589,0.54,0.299,0.345,28.9,63.4,45.3,43.9,9.1,8.6,12.3,100,119.4,128.6
ATLANTA HAWKS,2015-02-11,240,33,78,7,29,15,23,5,39,23,6,5,12,17,0.499,0.468,0.372,0.295,11.1,70.9,44,69.7,6.5,8.1,12,100,95,96.1
BOSTON CELTICS,2015-02-11,240,30,93,10,31,19,20,16,40,21,7,4,10,23,0.437,0.376,0.333,0.215,29.1,88.9,56,70,7.6,8.2,8.9,100,96.1,95
MIAMI HEAT,2015-02-11,240,34,84,9,24,16,20,12,24,21,10,4,14,19,0.501,0.458,0.286,0.238,26.7,70.6,45.6,61.8,11,7.5,13.1,100,102.4,124.4
CLEVELAND CAVALIERS,2015-02-11,240,44,78,10,25,15,19,10,33,32,9,3,15,19,0.654,0.628,0.321,0.244,29.4,73.3,54.4,72.7,9.9,5,14.8,100,124.4,102.4
UTAH JAZZ,2015-02-11,240,30,80,11,29,11,21,14,38,19,9,7,18,21,0.459,0.444,0.363,0.263,31.1,84.4,57.8,63.3,10.1,14.9,16.8,100,92,97.6
DALLAS MAVERICKS,2015-02-11,240,28,75,10,28,21,26,7,31,18,11,3,11,21,0.503,0.44,0.373,0.347,15.6,68.9,42.2,64.3,12.3,5.9,11.3,100,97.6,92
SAN ANTONIO SPURS,2015-02-11,240,42,88,10,27,10,11,14,31,26,8,6,10,16,0.56,0.534,0.307,0.125,35,75.6,55.6,61.9,9.4,10,9.7,100,122,102.1
DETROIT PISTONS,2015-02-11,240,33,81,9,21,12,17,10,26,17,4,4,10,14,0.492,0.463,0.259,0.21,24.4,65,44.4,51.5,4.7,6.6,10.2,100,102.1,122
HOUSTON ROCKETS,2015-02-11,240,34,87,9,45,18,22,14,27,26,6,6,17,33,0.491,0.443,0.517,0.253,27.5,69.2,45.6,76.5,6.1,10.2,15,100,96.2,111.4
LOS ANGELES CLIPPERS,2015-02-11,240,39,81,4,22,28,45,12,37,25,13,3,15,24,0.546,0.506,0.272,0.556,30.8,72.5,54.4,64.1,13.2,7.1,13,100,111.4,96.2
SACRAMENTO KINGS,2015-02-11,240,36,84,8,22,23,30,16,32,24,7,5,18,23,0.53,0.476,0.262,0.357,31.4,76.2,51.6,66.7,7.2,7.7,15.6,100,106.1,114.3
MILWAUKEE BUCKS,2015-02-11,240,39,80,7,15,26,32,10,35,23,11,5,14,24,0.59,0.531,0.188,0.4,23.8,68.6,48.4,59,11.3,8.1,13,100,114.3,106.1
GOLDEN STATE WARRIORS,2015-02-11,240,40,90,7,27,7,9,10,39,26,7,6,15,18,0.5,0.483,0.3,0.1,20.4,78,49.5,65,7.2,8.3,13.8,100,96.9,93.8
MINNESOTA TIMBERWOLVES,2015-02-11,240,33,86,5,14,20,27,11,39,18,7,2,12,14,0.465,0.413,0.163,0.314,22,79.6,50.5,54.5,7.2,3.2,10.9,100,93.8,96.9
INDIANA PACERS,2015-02-11,240,40,75,9,20,17,18,7,30,28,7,2,13,24,0.639,0.593,0.267,0.24,21.9,81.1,53.6,70,8,3.4,13.6,100,120.5,105.7
NEW ORLEANS PELICANS,2015-02-11,240,34,74,7,15,18,25,7,25,22,5,3,13,17,0.547,0.507,0.203,0.338,18.9,78.1,46.4,64.7,5.7,5.5,13.3,100,105.7,120.5
MEMPHIS GRIZZLIES,2015-02-11,240,32,86,2,12,23,30,11,31,13,7,2,13,21,0.449,0.384,0.14,0.349,22.4,73.8,46.2,40.6,7.3,3.2,11.6,100,93.1,109.9
OKLAHOMA CITY THUNDER,2015-02-11,240,37,83,7,20,24,25,11,38,24,7,9,13,23,0.559,0.488,0.241,0.301,26.2,77.6,53.8,64.9,7.3,12.2,12.1,100,109.9,93.1
NEW YORK KNICKS,2015-02-11,240,25,73,5,15,28,36,8,31,19,7,4,12,21,0.467,0.377,0.205,0.493,17.8,81.6,47,76,7.9,7.1,11.9,100,93.6,100.4
ORLANDO MAGIC,2015-02-11,240,31,67,4,11,23,28,7,37,13,6,9,16,26,0.561,0.493,0.164,0.418,18.4,82.2,53,41.9,6.8,15.5,16.8,100,100.4,93.6
LOS ANGELES LAKERS,2015-02-11,240,34,93,7,16,11,11,14,34,17,4,5,10,23,0.439,0.403,0.172,0.118,27.5,69.4,48,50,4.5,8.9,9.3,100,96.3,114.2
PORTLAND TRAIL BLAZERS,2015-02-11,240,35,86,10,30,22,23,15,37,27,5,5,10,11,0.531,0.465,0.349,0.267,30.6,72.5,52,77.1,5.6,6.5,9.4,100,114.2,96.3
WASHINGTON WIZARDS,2015-02-11,240,39,85,5,21,10,16,15,35,25,7,6,16,15,0.505,0.488,0.247,0.188,34.9,79.5,57.5,64.1,7.8,12,14.8,100,103.5,105.7
TORONTO RAPTORS,2015-02-11,240,31,76,11,26,22,26,9,28,17,9,5,13,13,0.543,0.48,0.342,0.342,20.5,65.1,42.5,54.8,10,7.8,12.9,100,105.7,103.5
CLEVELAND CAVALIERS,2015-02-12,240,37,85,8,31,16,22,10,33,20,5,3,16,23,0.518,0.482,0.365,0.259,22.7,71.7,47.8,54.1,5.2,4.3,14.5,100,101.3,116.9
CHICAGO BULLS,2015-02-12,240,42,92,9,23,20,26,13,34,29,10,3,8,23,0.546,0.505,0.25,0.283,28.3,77.3,52.2,69,10.3,5.6,7.2,100,116.9,101.3
SAN ANTONIO SPURS,2015-02-19,240,43,84,10,28,19,23,5,33,34,6,2,16,32,0.611,0.571,0.333,0.274,13.2,76.7,46.9,79.1,5.9,3.4,14.5,100,112.5,116.4
LOS ANGELES CLIPPERS,2015-02-19,240,42,77,8,19,27,52,10,33,26,10,4,12,22,0.596,0.597,0.247,0.675,23.3,86.8,53.1,61.9,9.8,7.1,10.7,100,116.4,112.5
DALLAS MAVERICKS,2015-02-19,240,33,91,9,27,14,17,14,25,16,14,3,17,20,0.452,0.412,0.297,0.187,25.5,54.3,38.6,48.5,14.2,4.3,14.7,100,90.6,105.8
OKLAHOMA CITY THUNDER,2015-02-19,240,38,91,7,22,21,26,21,41,20,8,0,22,20,0.508,0.456,0.242,0.286,45.7,74.5,61.4,52.6,8.1,0,17.7,100,105.8,90.6
TORONTO RAPTORS,2015-02-20,240,43,96,13,30,6,8,15,37,27,15,9,13,20,0.528,0.516,0.313,0.083,30,68.5,50,62.8,15.5,18,11.6,100,108.4,82.6
ATLANTA HAWKS,2015-02-20,240,29,88,8,38,14,21,17,35,19,6,8,22,10,0.411,0.375,0.432,0.239,31.5,70,50,65.5,6.2,12.1,18.5,100,82.6,108.4
HOUSTON ROCKETS,2015-02-20,240,36,87,12,37,16,26,14,33,20,8,9,21,22,0.508,0.483,0.425,0.299,26.9,73.3,48.5,55.6,7.7,13,17.6,100,96.7,107.3
DALLAS MAVERICKS,2015-02-20,240,44,93,9,24,14,18,12,38,26,10,2,17,19,0.55,0.522,0.258,0.194,26.7,73.1,51.5,59.1,9.7,4,14.4,100,107.3,96.7
CHICAGO BULLS,2015-02-20,240,33,78,5,16,20,22,13,30,16,2,7,20,23,0.519,0.455,0.205,0.282,29.5,73.2,50.6,48.5,2.1,11.3,18.6,100,97.6,107.2
DETROIT PISTONS,2015-02-20,240,38,84,6,22,18,33,11,31,19,12,1,10,23,0.508,0.488,0.262,0.393,26.8,70.5,49.4,50,12.9,1.6,9.2,100,107.2,97.6
SAN ANTONIO SPURS,2015-02-20,240,39,81,6,19,15,20,10,34,25,6,4,16,20,0.551,0.519,0.235,0.247,23.3,82.9,52.4,64.1,6.3,7.8,15.1,100,104.3,115.9
GOLDEN STATE WARRIORS,2015-02-20,240,41,84,17,33,11,18,7,33,29,10,5,12,18,0.598,0.589,0.393,0.214,17.1,76.7,47.6,70.7,10.5,8.1,11.5,100,115.9,104.3
BROOKLYN NETS,2015-02-20,240,42,89,10,21,20,24,13,33,29,7,2,11,20,0.573,0.528,0.236,0.27,28.9,70.2,50,69,7.4,3,9.9,100,119.8,110.3
LOS ANGELES LAKERS,2015-02-20,240,41,89,4,23,19,29,14,32,22,10,4,10,18,0.516,0.483,0.258,0.326,29.8,71.1,50,53.7,10.5,5.9,8.9,100,110.3,119.8
DENVER NUGGETS,2015-02-20,240,30,84,7,26,14,21,14,31,18,11,7,15,19,0.434,0.399,0.31,0.25,26.4,81.6,49.5,60,11.8,11.1,13.9,100,87.1,95.7
MILWAUKEE BUCKS,2015-02-20,240,33,78,5,15,18,22,7,39,22,6,5,16,21,0.508,0.455,0.192,0.282,18.4,73.6,50.5,66.7,6.4,8.6,15.4,100,95.7,87.1
PHOENIX SUNS,2015-02-20,240,40,89,7,17,22,31,17,31,23,8,9,13,28,0.531,0.489,0.191,0.348,33.3,64.6,48.5,57.5,8.2,12.7,11.2,100,112,114
MINNESOTA TIMBERWOLVES,2015-02-20,240,40,86,4,15,27,38,17,34,24,7,7,14,28,0.54,0.488,0.174,0.442,35.4,66.7,51.5,60,7.2,9.7,12,100,114,112
MIAMI HEAT,2015-02-20,240,38,79,9,20,26,35,11,39,28,12,4,21,18,0.588,0.538,0.253,0.443,30.6,84.8,61,73.7,11.9,6.3,18.2,100,110.3,86.4
NEW YORK KNICKS,2015-02-20,240,35,82,6,18,11,16,7,25,28,10,6,20,26,0.489,0.463,0.22,0.195,15.2,69.4,39,80,9.9,10.2,18.3,100,86.4,110.3
NEW ORLEANS PELICANS,2015-02-20,240,29,69,5,19,21,28,7,33,21,6,6,11,11,0.516,0.457,0.275,0.406,17.5,78.6,48.8,72.4,6.9,8.6,11.9,100,97.1,109.8
ORLANDO MAGIC,2015-02-20,240,44,88,4,18,3,6,9,33,22,4,3,9,21,0.524,0.523,0.205,0.068,21.4,82.5,51.2,50,4.6,6,9,100,109.8,97.1
INDIANA PACERS,2015-02-20,240,40,83,8,22,18,22,9,35,24,13,1,15,23,0.572,0.53,0.265,0.265,22,70,48.4,60,13.5,1.7,13.9,100,109.7,98.3
PHILADELPHIA 76ERS,2015-02-20,240,34,84,8,25,19,29,15,32,18,11,11,17,20,0.491,0.452,0.298,0.345,30,78,51.6,52.9,11.4,18,14.9,100,98.3,109.7
BOSTON CELTICS,2015-02-20,240,40,100,6,22,15,26,19,21,24,14,3,11,23,0.453,0.43,0.22,0.26,32.2,55.3,41.2,60,14.2,4.9,9,100,102.3,110.4
SACRAMENTO KINGS,2015-02-20,240,40,83,8,22,21,26,17,40,26,6,5,24,19,0.577,0.53,0.265,0.313,44.7,67.8,58.8,65,6.1,6.4,20.3,100,110.4,102.3
