season,team,date,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,true_shooting_percentage,effective_field_goal_percentage,3_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,useage_percentage,offensive_rating,defensive_rating,points,during_playoffs
2011-2012,PHILADELPHIA 76ERS,2012-02-29,240,37,90,4,17,10,12,13,26,22,11,3,11,23,0.462,0.433,0.189,0.133,26.0,57.8,41.1,59.5,12.4,5.1,10.4,100.0,98.9,103.4,88,0
2011-2012,CHICAGO BULLS,2012-02-29,240,37,88,7,15,15,21,13,37,16,7,3,15,15,0.494,0.46,0.17,0.239,28.9,78.7,54.3,43.2,7.4,4.5,13.4,100.0,101.4,94.0,96,0
2011-2012,SAN ANTONIO SPURS,2012-02-29,240,37,86,8,20,7,12,10,32,20,8,5,14,19,0.488,0.477,0.233,0.14,21.3,71.1,45.7,54.1,8.5,6.8,13.3,100.0,94.0,101.4,89,0
2011-2012,HOUSTON ROCKETS,2012-02-29,240,32,82,6,23,13,16,10,24,20,9,6,15,18,0.466,0.4270000000000001,0.28,0.195,21.3,64.9,40.5,62.5,9.7,8.0,14.4,100.0,89.0,111.5,83,0
2011-2012,UTAH JAZZ,2012-02-29,240,42,87,4,12,16,16,13,37,27,7,6,18,16,0.5529999999999999,0.506,0.138,0.184,35.1,78.7,59.5,64.3,7.5,10.2,16.1,100.0,111.5,89.0,104,0
2011-2012,ORLANDO MAGIC,2012-02-29,240,34,75,15,36,19,27,16,32,20,7,8,16,20,0.5870000000000001,0.5529999999999999,0.48,0.36,40.0,72.7,57.1,58.8,7.9,10.8,15.6,100.0,115.7,107.7,102,0
2011-2012,WASHINGTON WIZARDS,2012-02-29,240,37,90,6,16,15,19,12,24,15,10,5,10,22,0.483,0.444,0.17800000000000002,0.211,27.3,60.0,42.9,40.5,11.3,12.8,9.2,100.0,107.7,115.7,95,0
2011-2012,OKLAHOMA CITY THUNDER,2012-03-01,240,38,74,8,18,21,27,9,27,19,5,2,13,14,0.611,0.568,0.243,0.365,24.3,73.0,48.6,50.0,5.6,3.4,13.1,100.0,117.8,114.4,105,0
2011-2012,ORLANDO MAGIC,2012-03-01,240,40,84,9,25,13,19,10,28,24,6,2,11,19,0.552,0.53,0.298,0.226,27.0,75.7,51.4,60.0,6.7,3.6,10.6,100.0,114.4,117.8,102,0
2011-2012,MINNESOTA TIMBERWOLVES,2012-03-01,240,34,86,1,13,26,32,16,21,14,12,6,11,20,0.475,0.401,0.151,0.3720000000000001,32.7,65.6,45.7,41.2,13.2,8.5,9.9,100.0,104.7,114.6,95,0
2011-2012,PHOENIX SUNS,2012-03-01,240,42,79,3,8,17,21,11,33,27,6,7,16,27,0.589,0.551,0.101,0.266,34.4,67.3,54.3,64.3,6.6,9.6,15.3,100.0,114.6,104.7,104,0
2011-2012,MIAMI HEAT,2012-03-01,240,39,82,6,11,23,29,12,29,22,11,5,9,15,0.565,0.512,0.134,0.354,30.0,78.4,53.2,56.4,12.3,8.3,8.7,100.0,119.5,103.8,107,0
2011-2012,PORTLAND TRAIL BLAZERS,2012-03-01,240,36,76,5,16,16,19,8,28,21,6,6,16,21,0.551,0.507,0.211,0.25,21.6,70.0,46.8,58.3,6.7,8.5,15.9,100.0,103.8,119.5,93,0
2011-2012,LOS ANGELES CLIPPERS,2012-03-01,240,44,92,12,23,8,8,7,26,30,10,9,9,19,0.565,0.5429999999999999,0.25,0.087,18.9,72.2,45.2,68.2,10.6,15.3,8.6,100.0,114.8,106.3,108,0
2011-2012,SACRAMENTO KINGS,2012-03-01,240,37,79,9,20,17,23,10,30,14,3,9,18,17,0.561,0.525,0.253,0.29100000000000004,27.8,81.1,54.8,37.8,3.2,13.0,16.8,100.0,106.3,114.8,100,0
2011-2012,MILWAUKEE BUCKS,2012-03-02,240,32,85,6,18,24,28,10,33,19,11,0,16,22,0.483,0.412,0.212,0.329,20.0,75.0,45.7,59.4,10.8,0.0,14.1,100.0,92.5,97.4,94,0
2011-2012,ATLANTA HAWKS,2012-03-02,240,39,86,8,23,13,15,11,40,20,7,4,23,19,0.535,0.5,0.267,0.174,25.0,80.0,54.3,51.3,6.9,6.0,19.9,100.0,97.4,92.5,99,0
2011-2012,NEW JERSEY NETS,2012-03-02,240,34,76,5,19,21,28,6,33,19,10,2,20,17,0.532,0.48,0.25,0.368,15.0,84.6,49.4,55.9,9.9,2.8,18.5,100.0,92.9,105.8,94,0
2011-2012,BOSTON CELTICS,2012-03-02,240,45,87,4,16,13,17,6,34,35,11,4,15,22,0.5660000000000001,0.54,0.184,0.195,15.4,85.0,50.6,77.8,10.9,7.0,13.7,100.0,105.8,92.9,107,0
2011-2012,CHICAGO BULLS,2012-03-02,240,47,89,10,20,8,12,13,28,31,9,2,10,16,0.594,0.584,0.225,0.135,36.1,73.7,55.4,66.0,10.3,3.4,9.6,100.0,127.8,103.8,112,0
2011-2012,CLEVELAND CAVALIERS,2012-03-02,240,35,80,9,22,12,16,10,23,22,7,5,14,14,0.523,0.494,0.275,0.2,26.3,63.9,44.6,62.9,8.0,7.2,13.9,100.0,103.8,127.8,91,0
2011-2012,DENVER NUGGETS,2012-03-02,240,43,97,8,22,23,35,19,30,27,9,4,6,27,0.52,0.485,0.227,0.361,43.2,75.0,58.3,62.8,9.8,8.5,5.1,100.0,127.9,114.8,117,0
2011-2012,HOUSTON ROCKETS,2012-03-02,240,36,76,10,29,23,29,10,25,18,1,9,14,25,0.591,0.539,0.382,0.382,25.0,56.8,41.7,50.0,1.1,12.0,13.6,100.0,114.8,127.9,105,0
2011-2012,SACRAMENTO KINGS,2012-03-02,240,45,103,9,25,8,9,13,27,23,11,4,5,22,0.5,0.481,0.243,0.087,24.5,77.1,45.5,51.1,11.4,6.2,4.5,100.0,111.2,119.5,107,0
2011-2012,LOS ANGELES LAKERS,2012-03-02,240,44,82,6,17,21,26,8,40,25,2,7,13,13,0.615,0.573,0.207,0.317,22.9,75.5,54.5,56.8,2.1,9.0,12.2,100.0,119.5,111.2,115,0
2011-2012,DALLAS MAVERICKS,2012-03-02,240,37,83,11,29,7,10,9,25,25,9,5,12,16,0.526,0.512,0.349,0.12,20.9,61.0,40.5,67.6,10.3,6.7,12.1,100.0,105.5,111.2,92,0
2011-2012,NEW ORLEANS HORNETS,2012-03-02,240,40,88,3,13,14,17,16,34,22,7,2,11,16,0.508,0.472,0.14800000000000002,0.193,39.0,79.1,59.5,55.0,8.0,3.7,10.3,100.0,111.2,105.5,97,0
2011-2012,GOLDEN STATE WARRIORS,2012-03-02,240,33,82,5,18,12,14,7,32,18,6,5,9,12,0.471,0.433,0.22,0.171,14.9,74.4,43.3,54.5,6.7,6.9,9.3,100.0,92.1,116.5,83,0
2011-2012,PHILADELPHIA 76ERS,2012-03-02,240,42,89,8,17,13,16,11,40,21,4,4,9,11,0.547,0.517,0.191,0.18,25.6,85.1,56.7,50.0,4.4,6.3,8.6,100.0,116.5,92.1,105,0
2011-2012,LOS ANGELES CLIPPERS,2012-03-02,240,32,87,6,16,8,9,13,33,13,8,5,10,22,0.429,0.402,0.184,0.103,26.0,68.8,46.9,40.6,9.3,8.5,9.9,100.0,91.0,94.5,78,0
2011-2012,PHOENIX SUNS,2012-03-02,240,28,80,7,21,18,29,15,37,19,2,8,12,14,0.4370000000000001,0.394,0.263,0.363,31.3,74.0,53.1,67.9,2.3,11.3,11.5,100.0,94.5,91.0,81,0
2011-2012,CHARLOTTE BOBCATS,2012-03-02,240,31,83,3,16,7,10,10,27,21,8,6,17,21,0.412,0.392,0.193,0.12,19.6,65.9,40.2,67.7,8.6,9.7,16.3,100.0,77.5,109.8,72,0
2011-2012,SAN ANTONIO SPURS,2012-03-02,240,39,82,10,20,14,21,14,41,20,10,5,18,17,0.5589999999999999,0.537,0.244,0.256,34.1,80.4,59.8,51.3,10.8,7.5,16.5,100.0,109.8,77.5,102,0
2011-2012,MEMPHIS GRIZZLIES,2012-03-02,240,38,81,4,11,22,32,8,27,22,10,4,9,18,0.536,0.494,0.136,0.395,20.0,87.1,49.3,57.9,10.8,7.1,8.6,100.0,110.3,107.1,102,0
2011-2012,TORONTO RAPTORS,2012-03-02,240,38,72,6,16,17,20,4,32,25,4,6,16,26,0.613,0.569,0.222,0.278,12.9,80.0,50.7,65.8,4.3,8.6,16.5,100.0,107.1,110.3,99,0
2011-2012,MIAMI HEAT,2012-03-02,240,37,75,8,17,16,22,8,24,17,9,8,11,21,0.579,0.547,0.227,0.293,22.9,51.1,39.0,45.9,10.6,10.0,11.5,100.0,115.2,116.4,98,0
2011-2012,UTAH JAZZ,2012-03-02,240,38,90,3,10,20,27,23,27,22,8,6,11,17,0.486,0.439,0.111,0.3,48.9,77.1,61.0,57.9,9.4,10.3,9.7,100.0,116.4,115.2,99,0
2011-2012,OKLAHOMA CITY THUNDER,2012-03-03,240,30,73,6,23,24,29,10,30,11,7,10,21,23,0.525,0.452,0.315,0.397,25.0,73.2,49.4,36.7,7.5,14.7,19.7,100.0,96.7,104.2,90,0
2011-2012,ATLANTA HAWKS,2012-03-03,240,37,85,8,17,15,22,11,30,21,9,2,12,22,0.512,0.482,0.2,0.259,26.8,75.0,50.6,56.8,9.7,4.0,11.2,100.0,104.2,96.7,97,0
2011-2012,UTAH JAZZ,2012-03-03,240,38,85,4,16,16,21,12,27,13,10,1,14,18,0.509,0.471,0.188,0.247,28.6,73.0,49.4,34.2,11.0,1.9,12.9,100.0,105.9,112.5,96,0
2011-2012,DALLAS MAVERICKS,2012-03-03,240,36,75,10,23,20,24,10,30,24,11,5,15,20,0.596,0.547,0.307,0.32,27.0,71.4,50.6,66.7,12.1,7.2,14.9,100.0,112.5,105.9,102,0
2011-2012,DETROIT PISTONS,2012-03-03,240,29,76,2,9,23,29,14,24,15,6,3,17,18,0.468,0.395,0.118,0.382,35.9,77.4,54.3,51.7,6.9,4.7,16.1,100.0,94.8,114.2,83,0
2011-2012,MEMPHIS GRIZZLIES,2012-03-03,240,37,75,6,11,20,22,7,25,19,8,9,14,24,0.59,0.5329999999999999,0.147,0.293,22.6,64.1,45.7,51.4,9.1,13.4,14.2,100.0,114.2,94.8,100,0
2011-2012,INDIANA PACERS,2012-03-03,240,35,80,9,19,23,32,15,34,24,8,10,14,17,0.542,0.494,0.238,0.4,34.1,70.8,53.3,68.6,9.0,14.5,13.0,100.0,114.7,94.5,102,0
2011-2012,NEW ORLEANS HORNETS,2012-03-03,240,33,81,4,12,14,21,14,29,22,3,5,13,21,0.465,0.4320000000000001,0.14800000000000002,0.259,29.2,65.9,46.7,66.7,3.4,8.2,12.6,100.0,94.5,114.7,84,0
2011-2012,MILWAUKEE BUCKS,2012-03-03,240,37,79,6,16,18,27,10,23,21,10,3,20,21,0.539,0.506,0.203,0.342,23.8,62.2,41.8,56.8,10.3,5.6,18.0,100.0,101.0,117.5,98,0
2011-2012,ORLANDO MAGIC,2012-03-03,240,42,81,14,27,16,27,14,32,26,12,4,19,24,0.614,0.605,0.333,0.333,37.8,76.2,58.2,61.9,12.4,6.3,17.0,100.0,117.5,101.0,114,0
2011-2012,MINNESOTA TIMBERWOLVES,2012-03-03,240,43,80,12,23,24,28,10,27,20,4,3,13,20,0.6609999999999999,0.613,0.28800000000000003,0.35,27.0,69.2,48.7,46.5,4.3,5.3,12.3,100.0,132.2,119.2,122,0
2011-2012,PORTLAND TRAIL BLAZERS,2012-03-03,240,40,83,10,26,20,28,12,27,15,9,5,11,29,0.5770000000000001,0.542,0.313,0.337,30.8,73.0,51.3,37.5,9.8,8.8,10.3,100.0,119.2,132.2,110,0
2011-2012,CLEVELAND CAVALIERS,2012-03-03,240,37,83,8,21,16,26,11,32,18,9,4,14,17,0.519,0.494,0.253,0.313,22.9,68.1,45.3,48.6,9.3,6.1,12.9,100.0,101.3,104.4,98,0
2011-2012,WASHINGTON WIZARDS,2012-03-03,240,40,87,8,21,13,21,15,37,26,10,9,18,24,0.525,0.506,0.241,0.241,31.9,77.1,54.7,65.0,10.3,14.5,15.8,100.0,104.4,101.3,101,0
2011-2012,NEW YORK KNICKS,2012-03-04,265,41,94,8,18,21,26,15,35,23,8,5,22,23,0.526,0.479,0.191,0.277,33.3,74.5,54.3,56.1,7.4,5.9,17.3,100.0,102.1,105.8,111,0
2011-2012,BOSTON CELTICS,2012-03-04,265,45,103,7,18,18,22,12,30,29,12,8,14,24,0.51,0.471,0.175,0.214,25.5,66.7,45.7,64.4,11.0,10.5,11.1,100.0,105.8,102.1,115,0
2011-2012,NEW JERSEY NETS,2012-03-04,240,33,68,5,17,33,44,7,31,20,4,3,16,27,0.595,0.522,0.25,0.647,21.2,70.5,49.4,60.6,4.4,4.5,15.5,100.0,113.8,110.5,104,0
2011-2012,CHARLOTTE BOBCATS,2012-03-04,240,31,80,2,14,37,39,13,26,21,8,5,9,28,0.52,0.4,0.175,0.488,29.5,78.8,50.6,67.7,8.8,9.8,8.5,100.0,110.5,113.8,101,0
2011-2012,LOS ANGELES CLIPPERS,2012-03-04,265,40,86,6,14,19,25,12,37,17,5,2,13,21,0.541,0.5,0.163,0.29100000000000004,27.9,75.5,53.3,42.5,5.3,3.0,11.8,100.0,110.5,108.4,105,0
2011-2012,HOUSTON ROCKETS,2012-03-04,265,37,86,10,20,19,24,12,31,19,9,3,12,25,0.5329999999999999,0.488,0.233,0.279,24.5,72.1,46.7,51.4,9.5,4.2,11.1,100.0,108.4,110.5,103,0
2011-2012,MIAMI HEAT,2012-03-04,240,33,88,7,24,10,15,18,17,22,10,5,12,23,0.439,0.415,0.273,0.17,36.7,56.7,44.3,66.7,12.1,9.3,11.3,100.0,100.8,112.9,83,0
2011-2012,LOS ANGELES LAKERS,2012-03-04,240,35,71,5,17,18,25,13,31,19,7,10,16,17,0.5670000000000001,0.528,0.239,0.35200000000000004,43.3,63.3,55.7,54.3,8.5,15.6,16.3,100.0,112.9,100.8,93,0
2011-2012,CHICAGO BULLS,2012-03-04,240,39,82,7,16,11,16,9,36,21,2,6,13,18,0.539,0.518,0.195,0.195,22.0,66.7,47.4,53.8,2.2,7.0,12.7,100.0,107.2,101.6,96,0
2011-2012,PHILADELPHIA 76ERS,2012-03-04,240,38,97,1,11,14,17,18,32,26,5,4,5,15,0.435,0.397,0.113,0.175,33.3,78.0,52.6,68.4,5.6,6.1,4.6,100.0,101.6,107.2,91,0
2011-2012,SACRAMENTO KINGS,2012-03-04,240,38,99,2,13,10,14,16,33,16,7,4,9,16,0.418,0.394,0.131,0.141,29.1,70.2,48.0,42.1,7.4,5.3,7.9,100.0,93.3,101.7,88,0
2011-2012,PHOENIX SUNS,2012-03-04,240,40,88,5,12,11,16,14,39,17,3,9,15,16,0.505,0.483,0.136,0.182,29.8,70.9,52.0,42.5,3.2,10.5,13.6,100.0,101.7,93.3,96,0
2011-2012,DENVER NUGGETS,2012-03-04,240,36,86,6,17,21,28,10,39,19,6,6,9,26,0.503,0.453,0.198,0.326,22.2,88.6,55.1,52.8,6.4,13.3,8.4,100.0,106.3,100.9,99,0
2011-2012,SAN ANTONIO SPURS,2012-03-04,240,32,72,10,27,20,27,5,35,22,6,6,14,22,0.56,0.514,0.375,0.375,11.4,77.8,44.9,68.8,6.4,8.7,14.3,100.0,100.9,106.3,94,0
2011-2012,GOLDEN STATE WARRIORS,2012-03-04,240,29,80,4,19,13,19,10,31,17,6,3,12,20,0.424,0.388,0.238,0.238,21.3,68.9,44.6,58.6,6.9,4.4,12.0,100.0,86.6,95.8,75,0
2011-2012,TORONTO RAPTORS,2012-03-04,240,29,78,4,10,21,24,14,37,19,8,5,14,18,0.469,0.397,0.128,0.308,31.1,78.7,55.4,65.5,9.2,8.2,13.7,100.0,95.8,86.6,83,0
2011-2012,INDIANA PACERS,2012-03-05,240,27,79,3,16,15,22,7,25,18,11,7,7,18,0.406,0.361,0.203,0.278,14.3,58.1,34.8,66.7,12.8,11.1,7.3,100.0,84.0,107.3,72,0
2011-2012,CHICAGO BULLS,2012-03-05,240,33,78,9,15,17,27,18,42,20,5,8,16,19,0.512,0.481,0.192,0.34600000000000003,41.9,85.7,65.2,60.6,5.8,12.7,15.1,100.0,107.3,84.0,92,0
2011-2012,UTAH JAZZ,2012-03-05,240,40,80,5,9,24,29,13,33,24,6,7,13,25,0.588,0.531,0.113,0.363,36.1,82.5,60.5,60.0,6.6,12.1,12.3,100.0,119.3,109.5,109,0
2011-2012,CLEVELAND CAVALIERS,2012-03-05,240,37,81,9,23,17,27,7,23,20,7,4,10,18,0.5379999999999999,0.512,0.284,0.333,17.5,63.9,39.5,54.1,7.7,5.6,9.7,100.0,109.5,119.3,100,0
2011-2012,SACRAMENTO KINGS,2012-03-05,265,45,98,12,27,14,21,14,35,28,8,7,18,27,0.541,0.52,0.276,0.214,28.6,74.5,51.0,62.2,7.5,11.5,14.4,100.0,109.4,112.2,116,0
2011-2012,DENVER NUGGETS,2012-03-05,265,40,88,11,27,28,35,12,35,33,9,8,15,20,0.575,0.517,0.307,0.398,25.5,71.4,49.0,82.5,8.5,11.3,12.7,100.0,112.2,109.4,119,0
2011-2012,PHILADELPHIA 76ERS,2012-03-05,240,35,94,7,19,16,23,20,33,17,6,7,12,17,0.447,0.41,0.202,0.245,36.4,73.3,53.0,48.6,6.4,10.3,10.3,100.0,99.3,103.6,93,0
2011-2012,MILWAUKEE BUCKS,2012-03-05,240,35,88,7,20,20,23,12,35,24,4,6,13,19,0.494,0.438,0.227,0.261,26.7,63.6,47.0,68.6,4.3,8.0,11.7,100.0,103.6,99.3,97,0
2011-2012,LOS ANGELES CLIPPERS,2012-03-05,240,34,84,5,23,21,32,16,36,15,6,3,8,21,0.479,0.435,0.274,0.381,35.6,72.0,54.7,44.1,6.9,5.8,7.5,100.0,108.5,109.7,94,0
2011-2012,MINNESOTA TIMBERWOLVES,2012-03-05,240,32,80,11,28,20,27,14,29,19,2,3,11,21,0.517,0.469,0.35,0.338,28.0,64.4,45.3,59.4,2.3,4.9,10.7,100.0,109.7,108.5,95,0
2011-2012,DALLAS MAVERICKS,2012-03-05,240,36,84,9,21,10,10,9,27,19,12,5,12,23,0.515,0.482,0.25,0.119,22.5,65.9,44.4,52.8,13.7,10.2,12.0,100.0,103.7,108.3,91,0
2011-2012,OKLAHOMA CITY THUNDER,2012-03-05,240,29,76,8,27,29,33,14,31,13,4,7,15,16,0.525,0.434,0.355,0.434,34.1,77.5,55.6,44.8,4.6,11.1,14.2,100.0,108.3,103.7,95,0
2011-2012,NEW ORLEANS HORNETS,2012-03-05,240,29,70,3,9,13,22,8,29,14,6,3,14,20,0.464,0.436,0.129,0.314,18.6,78.4,46.3,48.3,7.2,6.0,14.9,100.0,88.2,102.5,74,0
2011-2012,PORTLAND TRAIL BLAZERS,2012-03-05,240,31,72,6,22,18,24,8,35,19,8,5,11,22,0.521,0.472,0.306,0.333,21.6,81.4,53.8,61.3,9.5,8.2,11.8,100.0,102.5,88.2,86,0
2011-2012,ORLANDO MAGIC,2012-03-05,240,35,79,9,28,13,28,12,31,25,3,3,12,16,0.504,0.5,0.354,0.354,27.3,75.6,50.6,71.4,3.4,5.1,11.6,100.0,103.9,99.4,92,0
2011-2012,TORONTO RAPTORS,2012-03-05,240,32,79,8,20,16,20,10,32,22,8,3,13,28,0.501,0.456,0.253,0.253,24.4,72.7,49.4,68.8,9.0,5.9,12.9,100.0,99.4,103.9,88,0
2011-2012,GOLDEN STATE WARRIORS,2012-03-05,240,45,83,15,23,15,16,10,37,27,7,4,14,24,0.6659999999999999,0.633,0.277,0.193,26.3,66.1,50.0,60.0,7.4,6.3,13.5,100.0,127.4,106.2,120,0
2011-2012,WASHINGTON WIZARDS,2012-03-05,240,36,85,8,22,20,36,19,28,25,11,4,14,16,0.496,0.471,0.259,0.424,33.9,73.7,50.0,69.4,11.7,6.7,12.2,100.0,106.2,127.4,100,0
2011-2012,HOUSTON ROCKETS,2012-03-06,265,32,83,5,19,23,29,14,43,18,8,2,18,25,0.48,0.416,0.229,0.349,29.2,91.5,60.0,56.3,8.0,3.0,15.8,100.0,92.5,97.5,92,0
2011-2012,BOSTON CELTICS,2012-03-06,265,35,81,4,14,23,31,4,34,26,10,2,13,21,0.512,0.457,0.173,0.383,8.5,70.8,40.0,74.3,10.1,3.1,12.1,100.0,97.5,92.5,97,0
2011-2012,ORLANDO MAGIC,2012-03-06,240,31,80,13,35,9,17,14,27,18,4,5,18,25,0.48,0.469,0.438,0.213,29.8,67.5,47.1,58.1,4.5,7.1,17.1,100.0,94.7,112.8,84,0
2011-2012,CHARLOTTE BOBCATS,2012-03-06,240,38,80,4,10,20,27,13,33,25,8,8,12,17,0.544,0.5,0.125,0.338,32.5,70.2,52.9,65.8,9.0,17.8,11.6,100.0,112.8,94.7,100,0
2011-2012,NEW YORK KNICKS,2012-03-06,240,32,84,6,23,15,23,14,37,20,9,2,16,21,0.452,0.417,0.274,0.274,28.0,78.7,52.6,62.5,9.6,3.7,14.5,100.0,90.7,101.4,85,0
2011-2012,DALLAS MAVERICKS,2012-03-06,240,31,80,7,26,26,30,10,36,14,9,6,13,20,0.51,0.431,0.325,0.375,21.3,72.0,47.4,45.2,9.6,9.8,12.2,100.0,101.4,90.7,95,0
2011-2012,LOS ANGELES LAKERS,2012-03-06,265,34,81,3,22,14,17,13,38,22,4,8,13,15,0.48,0.438,0.272,0.21,27.7,73.1,51.5,64.7,4.6,9.6,12.8,100.0,96.8,100.3,85,0
2011-2012,DETROIT PISTONS,2012-03-06,265,37,93,3,10,11,12,14,34,17,4,1,7,19,0.448,0.414,0.108,0.129,26.9,72.3,48.5,45.9,4.6,1.7,6.6,100.0,100.3,96.8,88,0
2011-2012,ATLANTA HAWKS,2012-03-06,240,38,83,8,19,17,22,14,31,23,5,5,13,28,0.545,0.506,0.229,0.265,33.3,77.5,54.9,60.5,5.6,9.1,12.3,100.0,113.9,108.3,101,0
2011-2012,INDIANA PACERS,2012-03-06,240,31,70,5,15,29,40,9,28,13,9,5,12,23,0.5479999999999999,0.479,0.214,0.5710000000000001,22.5,66.7,45.1,41.9,10.1,7.8,12.0,100.0,108.3,113.9,96,0
2011-2012,NEW JERSEY NETS,2012-03-06,240,31,83,8,22,8,12,10,19,14,13,3,13,12,0.442,0.422,0.265,0.145,21.7,73.1,40.3,45.2,14.7,5.0,12.8,100.0,88.1,122.0,78,0
2011-2012,MIAMI HEAT,2012-03-06,240,45,77,10,17,8,9,7,36,30,6,2,17,13,0.667,0.649,0.221,0.117,26.9,78.3,59.7,66.7,6.8,3.3,17.4,100.0,122.0,88.1,108,0
2011-2012,UTAH JAZZ,2012-03-07,240,39,87,1,7,20,24,16,27,23,10,3,12,27,0.507,0.454,0.08,0.276,39.0,75.0,55.8,59.0,11.3,4.9,11.0,100.0,111.4,104.7,99,0
2011-2012,CHARLOTTE BOBCATS,2012-03-07,240,32,68,3,7,26,37,9,25,24,6,9,16,21,0.552,0.493,0.103,0.544,25.0,61.0,44.2,75.0,6.8,11.3,16.0,100.0,104.7,111.4,93,0
2011-2012,CLEVELAND CAVALIERS,2012-03-07,240,37,82,7,23,19,23,5,31,23,11,1,13,26,0.5429999999999999,0.494,0.28,0.28,12.2,75.6,43.9,62.2,11.2,1.6,12.4,100.0,101.5,100.4,100,0
2011-2012,DENVER NUGGETS,2012-03-07,240,35,81,4,20,25,32,10,36,23,7,5,17,19,0.521,0.457,0.247,0.395,24.4,87.8,56.1,65.7,7.1,8.5,15.2,100.0,100.4,101.5,99,0
2011-2012,MEMPHIS GRIZZLIES,2012-03-07,240,42,80,7,19,19,21,9,38,33,11,5,13,19,0.616,0.569,0.238,0.263,24.3,77.6,54.7,78.6,11.9,8.2,12.7,100.0,119.5,99.9,110,0
2011-2012,GOLDEN STATE WARRIORS,2012-03-07,240,35,79,8,18,14,23,11,28,23,2,4,15,20,0.516,0.494,0.228,0.29100000000000004,22.4,75.7,45.3,65.7,2.2,6.6,14.4,100.0,99.9,119.5,92,0
2011-2012,ATLANTA HAWKS,2012-03-07,240,35,76,8,23,8,9,9,27,14,9,2,21,22,0.5379999999999999,0.513,0.303,0.118,24.3,67.5,46.8,40.0,10.1,2.9,20.8,100.0,96.5,99.8,86,0
2011-2012,MIAMI HEAT,2012-03-07,240,35,80,0,10,19,25,13,28,16,16,7,14,12,0.489,0.438,0.125,0.313,32.5,75.7,53.2,45.7,17.9,13.2,13.3,100.0,99.8,96.5,89,0
2011-2012,CHICAGO BULLS,2012-03-07,240,43,83,5,16,15,17,16,27,26,6,7,17,15,0.586,0.5479999999999999,0.193,0.205,45.7,62.8,55.1,60.5,6.9,9.6,15.8,100.0,121.5,119.2,106,0
2011-2012,MILWAUKEE BUCKS,2012-03-07,240,42,88,5,15,15,19,16,19,29,12,4,10,15,0.54,0.506,0.17,0.21600000000000005,37.2,54.3,44.9,69.0,13.8,6.0,9.4,100.0,119.2,121.5,104,0
2011-2012,PORTLAND TRAIL BLAZERS,2012-03-07,240,44,93,3,23,3,4,12,25,27,7,4,9,23,0.496,0.489,0.247,0.043,27.3,62.5,44.0,61.4,8.1,7.3,8.7,100.0,108.5,122.4,94,0
2011-2012,MINNESOTA TIMBERWOLVES,2012-03-07,240,37,78,13,23,19,26,15,32,23,5,1,12,12,0.593,0.5579999999999999,0.295,0.333,37.5,72.7,56.0,62.2,5.8,1.4,11.8,100.0,122.4,108.5,106,0
2011-2012,LOS ANGELES CLIPPERS,2012-03-07,240,35,76,11,22,19,27,9,29,17,10,3,16,21,0.569,0.5329999999999999,0.289,0.355,26.5,76.3,52.8,48.6,10.9,6.4,15.4,100.0,108.9,110.0,100,0
2011-2012,NEW JERSEY NETS,2012-03-07,240,33,72,10,25,25,31,9,25,24,10,3,18,23,0.59,0.528,0.34700000000000003,0.431,23.7,73.5,47.2,72.7,10.9,5.6,17.4,100.0,110.0,108.9,101,0
2011-2012,PHOENIX SUNS,2012-03-07,240,38,84,3,19,25,34,16,32,28,4,7,18,23,0.525,0.47,0.226,0.405,35.6,68.1,52.2,73.7,4.1,10.8,15.4,100.0,105.3,116.5,104,0
2011-2012,OKLAHOMA CITY THUNDER,2012-03-07,240,40,91,8,26,27,32,15,29,18,11,10,13,24,0.547,0.484,0.28600000000000003,0.35200000000000004,31.9,64.4,47.8,45.0,11.1,15.4,11.0,100.0,116.5,105.3,115,0
2011-2012,BOSTON CELTICS,2012-03-07,240,28,80,0,8,15,18,8,27,16,6,8,11,14,0.404,0.35,0.1,0.225,17.4,62.8,39.3,57.1,6.9,11.1,11.1,100.0,82.0,118.9,71,0
2011-2012,PHILADELPHIA 76ERS,2012-03-07,240,43,89,6,17,11,15,16,38,24,8,4,8,13,0.539,0.517,0.191,0.16899999999999998,37.2,82.6,60.7,55.8,9.2,5.6,7.7,100.0,118.9,82.0,103,0
2011-2012,NEW ORLEANS HORNETS,2012-03-07,240,42,77,3,9,11,12,11,30,23,8,2,20,20,0.596,0.565,0.117,0.156,34.4,78.9,58.6,54.8,9.0,3.8,19.6,100.0,109.8,110.9,98,0
2011-2012,SACRAMENTO KINGS,2012-03-07,240,38,76,8,23,15,23,8,21,20,13,2,13,17,0.575,0.5529999999999999,0.303,0.303,21.1,65.6,41.4,52.6,14.6,2.9,13.1,100.0,110.9,109.8,99,0
2011-2012,NEW YORK KNICKS,2012-03-07,240,41,96,10,28,13,17,12,25,22,12,2,10,22,0.507,0.479,0.292,0.177,24.5,71.4,44.0,53.7,12.1,3.0,8.8,100.0,105.8,118.9,105,0
